V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,recorded-deaths,Deaths
,x,2021,2021,W92000004,Wales,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
5,,2020,2020,E12000001,North East,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1304,,2020,2020,E12000002,North West,week-33,Week 33,total-registered-deaths,Total registered deaths
13,,2020,2020,E12000003,Yorkshire and The Humber,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000004,East Midlands,week-33,Week 33,total-registered-deaths,Total registered deaths
14,,2020,2020,W92000004,Wales,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2020,2020,E12000006,East of England,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
923,,2020,2020,E12000005,West Midlands,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000008,South East,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000002,North West,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000009,South West,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000002,North West,week-33,Week 33,total-registered-deaths,Total registered deaths
142,,2020,2020,K04000001,England and Wales,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2020,2020,E12000001,North East,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1006,,2020,2020,E12000006,East of England,week-33,Week 33,total-registered-deaths,Total registered deaths
928,,2020,2020,E12000007,London,week-33,Week 33,total-registered-deaths,Total registered deaths
829,,2020,2020,E12000004,East Midlands,week-33,Week 33,total-registered-deaths,Total registered deaths
617,,2020,2020,W92000004,Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
520,,2020,2020,E12000001,North East,week-33,Week 33,total-registered-deaths,Total registered deaths
14,,2020,2020,E12000007,London,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000004,East Midlands,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2020,2020,W92000004,Wales,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000001,North East,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000001,North East,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
11,,2020,2020,E12000004,East Midlands,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000004,East Midlands,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000003,Yorkshire and The Humber,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
853,,2020,2020,E12000003,Yorkshire and The Humber,week-33,Week 33,total-registered-deaths,Total registered deaths
1395,,2020,2020,E12000008,South East,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000005,West Midlands,week-33,Week 33,total-registered-deaths,Total registered deaths
30,,2020,2020,E12000002,North West,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000001,North East,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,W92000004,Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000002,North West,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000003,Yorkshire and The Humber,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000008,South East,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000007,London,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000006,East of England,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
33,,2020,2020,E12000002,North West,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
21,,2020,2020,E12000008,South East,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
139,,2020,2020,K04000001,England and Wales,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2020,2020,E12000009,South West,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
9392,,2020,2020,K04000001,England and Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000006,East of England,week-33,Week 33,total-registered-deaths,Total registered deaths
4,,2020,2020,E12000001,North East,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
16,,2020,2020,E12000007,London,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1060,,2021,2021,E12000006,East of England,week-30,Week 30,total-registered-deaths,Total registered deaths
65,,2021,2021,E12000003,Yorkshire and The Humber,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
52,,2021,2021,E12000008,South East,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
46,,2021,2021,E12000001,North East,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
20,,2021,2021,W92000004,Wales,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1058,,2021,2021,E12000005,West Midlands,week-30,Week 30,total-registered-deaths,Total registered deaths
50,,2021,2021,E12000007,London,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
951,,2020,2020,E12000006,East of England,week-30,Week 30,total-registered-deaths,Total registered deaths
28,,2020,2020,E12000004,East Midlands,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
32,,2020,2020,E12000003,Yorkshire and The Humber,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
493,,2020,2020,E12000001,North East,week-30,Week 30,total-registered-deaths,Total registered deaths
23,,2021,2021,E12000004,East Midlands,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2020,2020,E12000006,East of England,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
43,,2021,2021,E12000005,West Midlands,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1350,,2021,2021,E12000002,North West,week-30,Week 30,total-registered-deaths,Total registered deaths
869,,2021,2021,E12000004,East Midlands,week-30,Week 30,total-registered-deaths,Total registered deaths
196,,2020,2020,K04000001,England and Wales,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
93,,2021,2021,E12000002,North West,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1166,,2021,2021,E12000009,South West,week-30,Week 30,total-registered-deaths,Total registered deaths
38,,2021,2021,E12000005,West Midlands,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
404,,2021,2021,K04000001,England and Wales,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2020,2020,E12000009,South West,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
35,,2020,2020,E12000004,East Midlands,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
39,,2020,2020,E12000002,North West,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
13,,2021,2021,W92000004,Wales,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
25,,2021,2021,E12000006,East of England,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
5,,2020,2020,E12000009,South West,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
26,,2021,2021,E12000004,East Midlands,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
798,,2020,2020,E12000004,East Midlands,week-30,Week 30,total-registered-deaths,Total registered deaths
1340,,2020,2020,E12000008,South East,week-30,Week 30,total-registered-deaths,Total registered deaths
817,,2020,2020,E12000003,Yorkshire and The Humber,week-30,Week 30,total-registered-deaths,Total registered deaths
8891,,2020,2020,K04000001,England and Wales,week-30,Week 30,total-registered-deaths,Total registered deaths
15,,2020,2020,E12000005,West Midlands,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
816,,2020,2020,E12000007,London,week-30,Week 30,total-registered-deaths,Total registered deaths
23,,2020,2020,E12000006,East of England,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
40,,2020,2020,E12000008,South East,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
16,,2020,2020,E12000005,West Midlands,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
44,,2020,2020,E12000008,South East,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
31,,2021,2021,E12000006,East of England,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
217,,2020,2020,K04000001,England and Wales,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2020,2020,W92000004,Wales,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2020,2020,E12000007,London,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
565,,2020,2020,W92000004,Wales,week-30,Week 30,total-registered-deaths,Total registered deaths
24,,2021,2021,E12000009,South West,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
473,,2021,2021,K04000001,England and Wales,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
641,,2021,2021,W92000004,Wales,week-30,Week 30,total-registered-deaths,Total registered deaths
25,,2021,2021,E12000008,South East,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
39,,2020,2020,E12000002,North West,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10135,,2021,2021,K04000001,England and Wales,week-30,Week 30,total-registered-deaths,Total registered deaths
44,,2021,2021,E12000001,North East,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
964,,2020,2020,E12000005,West Midlands,week-30,Week 30,total-registered-deaths,Total registered deaths
942,,2021,2021,E12000007,London,week-30,Week 30,total-registered-deaths,Total registered deaths
544,,2021,2021,E12000001,North East,week-30,Week 30,total-registered-deaths,Total registered deaths
29,,2020,2020,E12000003,Yorkshire and The Humber,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1505,,2021,2021,E12000008,South East,week-30,Week 30,total-registered-deaths,Total registered deaths
70,,2021,2021,E12000003,Yorkshire and The Humber,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
28,,2021,2021,E12000009,South West,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
102,,2021,2021,E12000002,North West,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7,,2020,2020,W92000004,Wales,week-30,Week 30,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
941,,2020,2020,E12000009,South West,week-30,Week 30,total-registered-deaths,Total registered deaths
987,,2021,2021,E12000003,Yorkshire and The Humber,week-30,Week 30,total-registered-deaths,Total registered deaths
5,,2020,2020,E12000001,North East,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1197,,2020,2020,E12000002,North West,week-30,Week 30,total-registered-deaths,Total registered deaths
55,,2021,2021,E12000007,London,week-30,Week 30,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
445,,2020,2020,E12000002,North West,week-44,Week 44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
132,,2020,2020,W92000004,Wales,week-44,Week 44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000008,South East,week-44,Week 44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000004,East Midlands,week-44,Week 44,total-registered-deaths,Total registered deaths
888,,2020,2020,E12000007,London,week-44,Week 44,total-registered-deaths,Total registered deaths
46,,2020,2020,E12000009,South West,week-44,Week 44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
121,,2020,2020,W92000004,Wales,week-44,Week 44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000002,North West,week-44,Week 44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
